post_id,title,description,filename,post_type,patreon_url,publication_date
10372149,King Madness,"The reign of Madness begins, in blinding color! Suggested by Thegamakazi! I actually did a lot of work on this after the color stream to touch it up. :P<p><br></p><p>♦ To make your own sketch suggestions and vote on color art, become a <a href=""https://www.patreon.com/bePatron?rid=983871&amp;u=544858"">patron</a>! More details can be found <a href=""https://www.patreon.com/posts/announcing-7121016"">here</a>!</p>",kingmadness_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/10372149/463e8d97bf844bfabeae798313037558/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=ACcTLNu597uOOcnEDBLYqG-wyoCTpvEOS8iaiGssbuw%3D,2017-05-04T18:20:38.000+00:00
10013031,Moonlit Tiger Dance,"Flora and Trace dancing under a full moon, now in color! Suggested by Dekrosna!",tigerdance_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/10013031/26377e6239de4e6c8be77f80c6968b9c/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=Tr6Dto9JDGNxIdTu7fSxmzNWgfo1QG-fEZsHDQuPdXI%3D,2017-05-03T16:20:26.000+00:00
9845644,Magic Lesson Misfire,"The sequel to Magic Lesson: <a href=""https://www.patreon.com/posts/magic-lesson-8706709"">https://www.patreon.com/posts/magic-lesson-8706709</a> Natani's prank on Keith goes a little awry when Kat loses her focus. Suggested by SomeOtherTom and UnsteddyPhoenix!<p><br></p><p>♦ To make your own sketch suggestions and vote on color art, become a <a href=""https://www.patreon.com/bePatron?rid=983871&amp;u=544858"">patron</a>! More details can be found <a href=""https://www.patreon.com/posts/announcing-7121016"">here</a>!</p>",MagicLessonMisfire_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/9845644/46865a188c28404292a8be38e79fd28a/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=nO6ypGISigiDv1A_EU8NLWuyAOVdQsyo5JhA7KTTQ20%3D,2017-05-02T16:00:01.000+00:00
9721894,Listening for the Baby,"Bonus sketch, suggested by CrimsonHelsing!",listeningforthebaby.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/9721894/c4cf0649e6054a0daf953576e80ffd4f/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=cfKFkZFJQ4ybLjnEcvuI070JV1OnP7E_9qHv1IOLsBw%3D,2017-05-01T17:24:23.000+00:00
9295018,Big Brother,"A very young Zen holds Natani for the first time, suggested by amenon!<p><br></p><p>♦ To make your own sketch suggestions and vote on color art, become a <a href=""https://www.patreon.com/bePatron?rid=983871&amp;u=544858"">patron</a>! More details can be found <a href=""https://www.patreon.com/posts/announcing-7121016"">here</a>!</p>",bigbrother.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/9295018/e0279d6ec7e840f09d0d1fd3d2483f77/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=6fbuSIst6DB6it3FDmGQF54XfA57-71PMwpAfX3uFyc%3D,2017-04-30T16:00:00.000+00:00
84679955,Trace of the Kingdom,"<p>Trace as Link and Keith as Raura from the recent Zelda game, Tears of the Kingdom, suggested by Sunfish43!</p>",tracekeith_totk.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84679955/d60621ed8fe54d73872bde1945dc3e8b/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=IP6fSYVITaYKcXBsHCBBCEJN3GBn1A4jcV4YEYPf1ic%3D,2023-06-16T19:10:35.000+00:00
84640232,Kat Tailoring Service,"<p>So many new tails to make adjustments for, suggested by JourneymanIK!</p>",kattailoringservice.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84640232/24674ac494cd4ea88b957705619261c3/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=Z2AyCh-cPysej-vNfHA-H3hBKvDGlHpVO9VzG5IyyWo%3D,2023-06-16T00:04:13.000+00:00
84577137,Trace vs Adelaide,"<p>Evil Trace fighting Adelaide, suggested by GiantBurger!</p>",tracevsadelaide.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84577137/ce438ff2d9d84c65803d472146b2f0df/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=aq-n8ufF7ZMGugBfVYpn_5hxeheG7ZHR6wAd3YC7r9c%3D,2023-06-14T19:37:04.000+00:00
84530783,Trace Spares Laura 2,"<p>A ""what-if"" scenario where, after being freed, Laura opts to follow her rescuer, suggested by Baskerville!</p><p>Sequel to: <a href=""https://www.patreon.com/posts/trace-sparing-82766741"">Trace Sparing Laura</a> (<a href=""https://www.patreon.com/posts/trace-sparing-83799047"">color</a>)</p>",tracespareslaura_whatif.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84530783/bf7a324bd6ae448db35f475510c5a503/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=I_tUio-P0YsWDr10klLYqdJkS9qSnm0G98tCeYYwV1E%3D,2023-06-13T22:07:03.000+00:00
84468767,Lioness Saria and Rose - Portrait,"<p>Eric tries to convince Rose and Lioness Saria to pose for his painting, suggested by Iago24! It didn't take much convincing.</p>",lionsariarose_portrait.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84468767/6e86816c98844180ab7fba5b029a152d/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=NvN78NMbX5-lswbebF0HzVt4xsSCgcR9MUFATdMI2sw%3D,2023-06-12T18:42:25.000+00:00
84421791,Keith Cola,"<p>Keith keeping it cool with some refreshing cola, suggested by Leonidascola!</p><p>See also: <a href=""https://www.patreon.com/posts/advertising-26297815"">Advertising</a> (<a href=""https://www.patreon.com/posts/advertising-26510218"">color</a>)</p>",keith_beachcola.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84421791/63507303d31942e7973a455a3744bd34/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=ioVCDexBSrxHji5pyH6GzK2Qh-j4N2SDK90JclPfaOM%3D,2023-06-11T20:34:10.000+00:00
84381521,Night of the Living Pants!,"<p>""It's time to hang these pants out to dry!""</p><p><a href=""http://w0lfmare.xepher.net"" rel=""nofollow noopener"" target=""_blank"">W0lf's Ember</a> in the Night of the Living Pants, suggested by TheFriendlyDeathclaw!</p>",nightofthelivingpants.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84381521/e1c0cb6c65d144558478ca9418a67f14/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=YsDI4pvK6hdW2kPd0EVPc94FCu2uTDcLUoghAUNEAdY%3D,2023-06-10T22:01:54.000+00:00
84322465,Maeve & Farmer - Pint's Pass,"<p>#5 Color vote from May, Older Maeve traveling to Pint's Pass with the random farmer from <a href=""https://twokinds.keenspot.com/comic/224/"" rel=""nofollow noopener"" target=""_blank"">Page 224</a>, suggested by 1690!</p><p>This one took longer than expected due to a busy schedule and the amount of work the background required. Enjoy!</p><p>This art is a sequel to <a href=""https://www.patreon.com/posts/almost-of-farmer-81988579"">The Almost Adventures of a Nameless Farmer</a></p><p>Pint's Pass was mentioned by Sythe on <a href=""https://twokinds.keenspot.com/comic/952/"" rel=""nofollow noopener"" target=""_blank"">Page 952</a>.</p>",maeveandfarmerpintspass_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84322465/9561932fc4b3437bb63d3a9671468da0/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=Y7e0etzc2zvxHJvPql0h8cgaRnBp9sGr9xcvGtDhrO0%3D,2023-06-09T16:02:41.000+00:00
84283141,Witnessing a Monster,"<p>Close-up of Laura after he spares her in the wolf village, her fear-filled eyes reflect a shadowy demonic figure surrounded by flames, suggested by Nitarius!</p><p>Laura recounts seeing Trace on <a href=""https://twokinds.keenspot.com/comic/431/"" rel=""nofollow noopener"" target=""_blank"">Page 431</a>!</p><p>See: <a href=""https://www.patreon.com/posts/trace-sparing-82766741"">Trace Sparing Laura</a>  (<a href=""https://www.patreon.com/posts/trace-sparing-83799047"">color</a>)</p>",laurawitnessesamonster.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84283141/e4eb410f488e4dd6ae1c704fdb43669f/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=O-1f-qXw0DK-DxVM8qM-_cRs4AInQS_i6CvV2Z70UKI%3D,2023-06-08T20:36:23.000+00:00
84220654,Fox Dragon Stream,"<p>Nora pranks modern Laura by turning her into a noodle fox dragon on stream, suggested by SpaceCadety!</p><p>See also: <a href=""https://www.patreon.com/posts/fox-dragon-20591705"">Fox Dragon</a></p>",lauradragonstream.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84220654/7315325c951a4919b7f5e751763e1dff/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=zSsG2_5wYSwyl1ny4hW7bjfUI5O0hhkNMOEfoBOHd5c%3D,2023-06-07T17:38:47.000+00:00
84180932,Magical Girl Raine,"<p>Raine transforming into a magical wolf girl ready to fight for justice and defeat evil, suggested by technic_bot!</p><p>See also: <a href=""https://www.patreon.com/posts/magical-girl-82207477"">Magical Girl Trio</a></p>",rainemagicalgirl_2.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84180932/30652df80f0d4db8926dd6aec8fdbe5e/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=--ip51vD58fO3EN3yaekyXIYnSURdgD6daFg6_nXp8M%3D,2023-06-06T22:12:29.000+00:00
84026522,Anthro Reni Diving,"<p>#4 Color vote from May, An anthro version of Reni diving into the waters near a coral reef, suggested by Avis Ignis!</p>",anthrorenidives_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/84026522/cebb2baee1254b5cbe61171e8900c780/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=srUg5PGp_-iyWhrIhaaTEcuJJBTRRk4qOvQpHe0T7s0%3D,2023-06-03T22:08:24.000+00:00
83926139,Wolven Blacksmith,"<p>#3 Color vote from May, a beefy wolf blacksmith lady forges a magical sword, wondering what sort of war is brewing with the humans, suggested SuperTaster!</p>",wolfblacksmith_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/83926139/f9628a5908da40d29ec6e0b0450757e3/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=TdYFTFRLTTtxpgi2cszFH6TVkvpAuD1DYIvBVadDxbw%3D,2023-06-01T22:26:15.000+00:00
83851095,Lynx Royal Family,"<p>#2 Color from May, Lt Reed is introduced to some of the Lynx Prince's other family members, suggested by Roughlandin!</p><p>Sequel to: <a href=""https://www.patreon.com/posts/alice-reed-lynx-74113855"">Alice Reed - Lynx Form</a> | <a href=""https://www.patreon.com/posts/lynx-reed-in-76509889"">Lynx Reed - In the Snow</a> | <a href=""https://www.patreon.com/posts/good-morning-78192178"">Good Morning Lynx Reed</a> | <a href=""https://www.patreon.com/posts/lynx-reed-tribal-82411471"">Lynx Reed - Tribal Garb</a> | <a href=""https://www.patreon.com/posts/lynx-kingdom-82357739"">Lynx Kingdom</a></p>",lynxroyalfamily_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/83851095/30c63de4429749c392414e5b26cf0bee/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=l9MiWG2hFLuh9i37kRaIXXq6FBFNRB8WwXAfptx23T0%3D,2023-05-31T18:43:22.000+00:00
83799047,Trace Sparing Laura,"<p>#1 Color vote from May, Laura's memories of Trace slaughtering wolves from the flashbacks of <a href=""https://twokinds.keenspot.com/comic/431/"" rel=""nofollow noopener"" target=""_blank"">Page 431</a> and <a href=""https://twokinds.keenspot.com/comic/587/"" rel=""nofollow noopener"" target=""_blank"">Page 587</a> suggested by Nitarius!</p><p>This background was difficult.</p>",tracespareslaura_color_notext.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/83799047/3ecdbadae41640aa90256144318d9d53/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=sDpJli7WOPWpiKKpGIHCXREnGvS6NZgDGK-_LV4Npug%3D,2023-05-30T21:29:44.000+00:00
83646909,Basitin Police Pin-Up,"<p>A pin-up of the Basitin cop, with and without stockings, suggested by Jeebuus!</p>",basitincoppinup.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/83646909/8c0338eb101b423f867e2afe56a61f07/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=GMn2lSi8vy-g9fi5cV11dM-zKdHeCSRHrUkfEcTCK1U%3D,2023-05-28T16:00:04.000+00:00
16884139,I Fits,Flora sits! Suggested by Q-dk!,ifits.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16884139/a766148805fe48e0aa3914d0e2ce5218/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=tJsMAdTfsViWUv75ch_5yaATS88tuSmINg9nH46Yf0I%3D,2018-02-08T18:54:04.000+00:00
16863149,Bed Squirrel,Mrs Nibbly is ready for bed. But it's a little more awkward for Sythe when she's in this form. Suggested by TorqueEmUp!,nibblybed.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16863149/dc1a37f43745483f82d4119efe07d2f5/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=RJiJmTX6EcEs1wcl2R4E9GDt-Q878DUPPf9glTzH_dg%3D,2018-02-07T18:49:53.000+00:00
16838865,Ghost Gossip,Saria comes back to talk to Flora about her ex. Suggested by WereKeidran!,ghostgossip.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16838865/7c24ce25983d4df3809711208276cebe/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=iETmDP8J7rrhef7qYd4OhwWJUQTLLCMzV5jmfUn2GyE%3D,2018-02-06T16:46:20.000+00:00
16819899,Muzzle Blocked,Awkward werewolf moments. Suggested by Supahbuzzer!,redraine_muzzle.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16819899/9f8c98fff1054f84b618b8d37e05c53c/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=9G30rQk86m_UeQUKucyEPSiX2D3Vb1yiaQ68zK8AHGE%3D,2018-02-05T18:35:57.000+00:00
16799449,Bath Buddy,Carver's misdirected teleport lands him in some angry lady's bath. Suggested by GoldGardian!,bathbuddy.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16799449/99c9f8f2d31c41e1b42ee882f44d5119/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=w6IV1BndIljNm1gXT3M5Q-DVyY9jGE_liZIwgGSJ6dY%3D,2018-02-04T17:29:25.000+00:00
16781563,Gone Fishing,"Father son day out, now in color! Suggested by SomeOtherTom!",gonefishing_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16781563/380460e5c0b346f39a5d5c0da9a17a12/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=hT8kqRIbtkXLrJvpfP95h5y7f4apP5bjKftBAkm_M8Q%3D,2018-02-03T17:00:02.000+00:00
16764718,Sunlit Squirrel Nap,"Sythe and Nibs, enjoying a midday nap. Sometimes the simplest moments are also the happiest. Sketch originally suggested by  Kouroth, color sponsored by <strong>CrRAR</strong>! Thank you!",sunlitsquirrelnap.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16764718/c45b5a65a7d8425aa62680998cd1cda5/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=_VO4LTXdw1KQX7R7M5ZuC7UNH3h-P0SloloZSkF2x-Y%3D,2018-02-02T19:23:50.000+00:00
16744113,Katini,Martini - $10. w/ Kat garnish - $1000. Suggested by Unstedddddy!,martinikat.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16744113/1d1f53bfdebd4418a539429002c8aba8/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=a0YHFPhsq-jAegiPxme9KWiKo7Mo1nI02sFgiI9jWy4%3D,2018-02-01T19:46:07.000+00:00
16718081,Tiger Comforts,"More Trace and Flora, now in color! Suggested by Katadom!",tigersupport_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16718081/fa21e8aaa964401bba46d7922fb89c73/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=i726kZrAM1aaIn9vUCphbao84KFhRjU18BLWjckalZ8%3D,2018-01-31T17:59:31.000+00:00
16680143,Dreaded Dress Question,Now in color! Suggested by NekoSketches!,dreadeddressquestion_color.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16680143/90a5d60293c345ca9540ee56847808ef/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=u_JtkL7mzc8OWXkGEQd6sHXTn-VxiBhkj2zabm_vyjg%3D,2018-01-30T17:01:00.000+00:00
16630223,Dreaded Dress Question,"Flora dresses up and asks Trace his opinion, suggested by NekoSkeches!",dreddeddressquestion.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16630223/7e11f389ecb04677af38453583b10049/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=SGKaZyqPsRYmRa7uDRTO_6syV9FiyLpixDXvija1U38%3D,2018-01-29T17:00:59.000+00:00
16547885,Gone Fishing!,"A fox and his kit enjoy a day on the water, suggested by SomeOtherTom!",gonefishing.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16547885/02a81eb406c04d82be9cfa94c7f103fc/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=uPl_U6px749dR9Lf47oBLXGiC6Vdob4pyZ0am51rmOA%3D,2018-01-28T17:00:00.000+00:00
16547861,Diplomatic Sythe,The outfit Sythe was wearing immediately before the story began... until Flora sent it down a river and Sythe ended up in a loincloth. Suggested by MrEase!,diplomatsythe.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16547861/348a82ab0de24815a24e2bb42c885654/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=dFTwwymrpe-ncVtdKNXIw7SgeX07a-ZioXdgPvlJfAE%3D,2018-01-27T17:00:00.000+00:00
16547845,Lean On You,"Natani fake sleeps to get close, suggested by Sunfish43!",fakesleep.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16547845/25ad162996d04a018dd4bb78f9f4841b/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=y44OdkCY6kpvTjkp65t7hBMnVmYSqRhzh2isnWO1i1Q%3D,2018-01-26T17:00:01.000+00:00
16547811,General Natani,"History takes a different turn, with Lynn accidentally misinterpreting Alaric's instructions and giving Natani the credit for defeating the Musclehead General! Suggested by Sarandiel!",generalnatani.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16547811/dd6d58979b6f4dabb3f0557017c4ba3a/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=gZudTclVo8HjFqjFgUOw27OM2A6aKYNy4ErD8uvkth8%3D,2018-01-25T17:00:01.000+00:00
16547781,Kidnapped Princess,Clovis is in another castle! Suggested by Wyvern088!,kidnappedprincess.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/16547781/02553da7588340eba944785205c48e9e/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=38EaqPvI_m7ve-FtooaCd42MOAo0ycpbWN6GKgS-fEU%3D,2018-01-24T17:00:00.000+00:00
54654989,Fox Reni,"<p>Reni shapeshifts into a black fox, suggested by Kinipshun!</p>",foxreni.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/54654989/86456243514843c29aa07c962e26063c/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=4p0y0IpQxHHILslP7N4vOFUlXTfBgf3X1Jw0qwkB5ZI%3D,2021-08-17T16:01:02.000+00:00
54654983,Lioness Tail Painting,"<p>Saria tries painting with her tail, suggested by SpaceCadety!</p>",saria_tailbrush.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/54654983/8587353c6d4046b397a8994eb09e9bb9/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=4c6rPjvJEfoDaTGhtplQWDVsn89o4ZQgkK4O48gAgg4%3D,2021-08-16T16:01:03.000+00:00
54654952,Good Morning Clovis,"<p>Clovis waking up in the morning, suggested by Broccoli Boy and NeoPhoenixKnight!</p>",goodmorningclovis.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/54654952/91a49599e38c47ca9149d5ede62d6619/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=a4zwh5J0_3qPnSv10skg4qG4uUEp_MV5-GEhsyeoHu0%3D,2021-08-15T16:01:02.000+00:00
54654916,Willow's Phone Blowing Up,"<p>Willow posted her selfie, and attracts enough followers to blow of her phone, suggested by NeoPhoenixKnight!</p>",willowphoneblowingup.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/54654916/4b11d610b17f44b9b59f27b214146ab0/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=Lf9RZxYOfLXxb2UQ_j_v6VBtm1cIstdio6GMKvwscEU%3D,2021-08-14T16:01:01.000+00:00
54654902,Willow Lingerie,"<p>Willow tries on some lingerie, suggested by Lyra!</p>",willowlengerie.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/54654902/17ab76b46c8a49c7a537cf6554ec92ee/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=chf38A3E6oVDrfAmCywFFg3qeS5QWI49ASBYr9ZzCN4%3D,2021-08-13T16:00:08.000+00:00
54654895,Cat Nap,"<p>Nora sleeps on Trace's chest while Flora was away, suggested by Rhaegar's Art Emporium!</p>",catnap.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/54654895/1e86c7bab1cc4a78946f7f5aded57b7a/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=Yst0Toxk2m7VvtofnKl_tjus9spnti5ajOiR9keNZ2g%3D,2021-08-12T16:00:06.000+00:00
54654877,Good Morning Lioness Saria,"<p>Saria is still getting the hang of her new instincts, suggested by Swack16!</p>",goodmorninglionesssaria.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/54654877/dcf534b75efc40deb7c3bffb30511737/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=XP_P2NCXkGTIOlDeaaJKJ9r56JSyopOONcW7qBGfQu4%3D,2021-08-11T16:00:06.000+00:00
54654864,Living Snowman,"<p>Kat and Zen accidentally awaken a snowman with a mana necklace, suggested by Snowmanwizard!</p>",livingsnowman.png,image_file,https://c10.patreonusercontent.com/4/patreon-media/p/post/54654864/3a6b39f969c64b45a14f976d6caa1595/eyJ3Ijo2MjB9/1.png?token-time=1691452800&token-hash=mwFHeO1AV3sTNdv2zRvD_FARxfVb_IRwbZwjEyxKeCU%3D,2021-08-10T16:00:06.000+00:00
